리뷰 내용,상품 URL
키가 작아서 팔은 좀 길지만 오버핏이 딱 원하던 느낌이라 좋네요.,https://www.musinsa.com/review/goods/3783092
"집업도 너무 이쁘다
전 줄빼고 입었습니다
나이가 있어서 ㅠㅠ",https://www.musinsa.com/review/goods/3783092
워싱된 후드 집업 사고 싶었는데  좋은가격에 잘구매했습니다. 핏 좋구요 무게감이 살짝있어서 쌀쌀한 초봄가을에 입기 좋을듯 합니다. 지퍼가 생각보다 뻣뻣해서 아쉽네요.,https://www.musinsa.com/review/goods/3783092
날씨가 더워져서 좀 늦게 산 감이 있지만 밤산책용으로 잘입고 있어요 마감 좋다는 후기를 봤는데 제옷은 별로였어요 다른 후기들처럼 지퍼도 잘 안올라가요 하지만 가격이 저렴해서 만족합니다!,https://www.musinsa.com/review/goods/3783092
"색감이 이뻐서 샀는데, 기름냄새때문에 세탁기돌리니 색가임 더 빠졌어요 ㅜ",https://www.musinsa.com/review/goods/3783092
"옷은 상당히 이쁜데 마감처리가 아쉽네요,,
핏은좋아요",https://www.musinsa.com/review/goods/3783092
"161 입기에 좀 크긴 했는데 오버핏으로 입기 딱 좋아요!!
엉덩이 가려지는 정도?
이거 입으면 순간 내가 밤양갱갱이 되는 기분🌰",https://www.musinsa.com/review/goods/3783092
너무 이쁘네요 색감도 좋고 그냥 이쁨 아쉬운점은 지퍼가 좀 잘안먹네요..,https://www.musinsa.com/review/goods/3783092
"남친 사줬는데 두께에 비해 생각보다 많이 따뜻하다고 합니당! 
색이 되게 예쁜데 사진에선 그게 잘 안나와서 좀 아쉽네요 ㅎㅎ 
여기저기 편하게 걸칠 수 있어서 자주 입더라고요 😀 
후드도 넉넉해서 귀엽고 옷 만듦새라고 해야하나 탄탄한거같아서 대만족이에요!",https://www.musinsa.com/review/goods/3783092
무난한 집업후드티 기본템으로 너무 좋습니다. 가볍게 입기 좋아요,https://www.musinsa.com/review/goods/3783092
옷색깔이 생각보다 까맣고 이쁩니다 굿이에요 잘산거같아요,https://www.musinsa.com/review/goods/3783092
"어두운 자켓 안에 받쳐 입으려고 샀는데 어디에나 입어도 무난무난하고요, 그리고 색감이 무척 이쁩니다! 요새 교복 수준이에요. 무엇보다 제가 긴팔 원숭이인데 제 팔을 폭 덮어줘서 감사해요.",https://www.musinsa.com/review/goods/3783092
"배송예약에 맞춰서 제대로 왔어요. 
색상 사진보다도 훨씬 더 이쁜듯해요.  그리두께감 있는것은
아니예요. 초봄부터 입기에 너무좋아요. 가을에도 너무 좋을듯해요.   기존에 후드집업을 좋아하는데  너무 큰 루즈핏이 아니라 굉장히 이쁘게 핏이 나와요.  색상 역시도 특이한 편이예요. 
어떤한 캐쥬얼룩에도 잘 어울려요.",https://www.musinsa.com/review/goods/3783092
넘모 예뻐요 맘에 들어요 무게도 별로 안무겁고 핏 이쁘고 기장도 엉덩이 다 가려줘서 좋고 색감도 빈티지하게 이쁘고 두께도 적당하고 편하고 다 좋아요,https://www.musinsa.com/review/goods/3783092
예약배송 날짜도 안지키면서 연락도없고 완전 불량판매자. 지퍼가 잘 올라가지않고 언제 고장날지모름. 후드짚업주문하고 3주기다림.,https://www.musinsa.com/review/goods/3783092
일반 면 후드집업은 보풀 일어나고 핏이 안 이쁠수 있는데 이건 핏도 이쁘고 재질이 오래 입을수 있겠어요. 옷은 좀 무거워요.,https://www.musinsa.com/review/goods/3783092
"배송 예정일 4월10일 이후 출고였는데
4일이나 빠르게 받았어용
안감이랑 겉감 색상이 달라서 좋고
어깨가 드롭핏이라 오버핏으로 입기 너무 좋아요
원단도 생각보다 두툼해서 좋고
피그먼트 특유의 냄새가 딱히 안나서 좋았습니다
착용감 너무 편하고 투버튼이라 트렌디하고 이뻐용❤️",https://www.musinsa.com/review/goods/3783092
전체적으로 색감이 예쁩니다! 막 입기 좋을거 같아요 하지만 지퍼가 많이 빡빡하고 제것만 그런진 모르겠지만 축축하게 좀 젖어서 왔네요,https://www.musinsa.com/review/goods/3783092
크게 입으려고 l 샀어요 175 여름에 추위 많이 타서 항상 들고 다니는데 다른 사람들은 안 덥냐고 하네요 ㅠㅠ 봄가을에 더 적합한 두께이긴 해요 가격 대비 퀄리티 좋습니다 중간은 친구들하고 좀비게임 한다고 뒤집어 입은거예요,https://www.musinsa.com/review/goods/3783092
가볍게 입고 다니기 좋아요 색감도 이뻐요 굿굿입니다,https://www.musinsa.com/review/goods/3783092
처음 왔을때 원단냄새인지 먼지냄새?공장냄새 같은게 많이 나서 여러번 세탁기돌리고 건조기 돌리기 반복하니까 냄새 많이 빠졌어요 건조기 많이 돌려도 옷감 안상하고 튼튼해서 좋네요,https://www.musinsa.com/review/goods/3783092
"진짜 너무 마음에 들어요!!!!!
색감 좋고 스타일 내기도 좋습니당
배송,포장 모두 나이스했습니다!!",https://www.musinsa.com/review/goods/3783092
"간절기에 아무데나, 아무때나 걸치고 따듯하게 입기에 좋습니다.",https://www.musinsa.com/review/goods/3783092
과하지 않게 트랜드 한 색상이라 자주 입고 다닐 거 같아요 근데 지퍼가 살짝 아쉽긴 합니다 부드럽지 않네용,https://www.musinsa.com/review/goods/3783092
"S 사이즈가 후기가 별로 없어서 M살까 했는데 그냥 S 사길 잘했어요^^;;,,,,, 155cm 기준 S사이즈도 이쁘게 오버핏 나오네요ㅋㅋ 평소 남자옷 M 입는 동생 입혀보니 완전 정사이즈 나오는거 보니까 S사이즈가 통상 남자옷 M 사이즈 정도 되는 것 같습니다! 사이즈 참고하세요!

지퍼 뻣뻣하다는 후기 많던데 리뉴얼한건지 뭔지 저는 부드러웠어요. 두께는 그냥 딱 봄 가을 두께고, 옷은 꽤 무게감 있게 묵직한데 뻣뻣한 재질은 아니에요. 부드럽게 흘러내리는 느낌입니다. 각 잡힌 느낌 원하시면 아쉬울지도... 저는 편하게 휘뚜루마뚜루 입을 계획이었어서 맘에 들어요",https://www.musinsa.com/review/goods/3783092
"오버핏을 좋아해서 길이는 좀 컸지만 좋았습니다.
근데 입은지 몇 번 안되서 인지 몰라도 지퍼가 좀 아쉬워요...
하지만 옷이 너무 예뻐서 마음에 듭니다",https://www.musinsa.com/review/goods/3783092
배송도 금방오고 입기 편해서 자주 입을것같아요,https://www.musinsa.com/review/goods/3783092
"백프로 면재질 입니다.
색감 좋구요^^
오버사이즈라 어깨가 큰데 입으면 이쁩니다 !!^^",https://www.musinsa.com/review/goods/3783092
사이즈가 정사이즈로 나온거같아요! 크게 입고싶으시면 한사이즈 업 추천드려요 ~,https://www.musinsa.com/review/goods/3783092
너무좋아요 여러벌사서 계속입고싶어요 너무예쁨,https://www.musinsa.com/review/goods/3783092
"배송 오래 걸리지만
받아보고 상품은 맘에 들어요
굿~
재구 의사있음",https://www.musinsa.com/review/goods/3783092
좋아요 좋아요 굳굳 사이즈도 딱이고 색감도 너무이뻐,https://www.musinsa.com/review/goods/3783092
"사이즈는 162/50한테 적당한 오버핏으로 잘 맞아요
탄탄하고 핏이 잘 잡혀있어서 좋아용
휘뚤마뚤 잘 입을것같아용",https://www.musinsa.com/review/goods/3783092
사이즈가 커서 편하게 입기 좋아요!! 제가 딱 원하던 오버핏 느낌이라 맘에 들어용 다만 배송이 너무 느렸어요 ㅜ......,https://www.musinsa.com/review/goods/3783092
"옷은 상당히 이쁜데 마감처리가 아쉽네요,,
핏은좋아요.",https://www.musinsa.com/review/goods/3783092
배송도 빠르고 상품도 만족합니다. 사이즈도 적당히 맞고 좋아요,https://www.musinsa.com/review/goods/3783092
"지금 날씨엔 덥고!!
1월부터 3월동안 잘 입고 다녔음
소매 좀 길어서 두 번 접고 다녔다네요",https://www.musinsa.com/review/goods/3783092
"짱짱하고  마감 좋아요 생각보다 조금 무겁기는 합니다.
그리고 자크가 좀 퍽퍽합니다. 빈티지한 느낌이 좋네요.",https://www.musinsa.com/review/goods/3783092
색감도 좋고 제가 바라던 이상적인 후드집업입니다,https://www.musinsa.com/review/goods/3783092
핏이 좋고 가격대비가 정말로 좋습니다 빈티지하네요,https://www.musinsa.com/review/goods/3783092
후기가좋아 주문했습니다.품절때문에 배송기간이 오래걸렸지만 개성있는 색상과 단단한 질감이 품질이 좋아보입니다.아이가 마른편이라 이미지상 많이 커보이지만 예뻐요.,https://www.musinsa.com/review/goods/3783092
싼가격에 잘 샀습니다 좀 두껍고 무거워요 잘입는중,https://www.musinsa.com/review/goods/3783092
"막 편하게 입을라고 산거였는데,
정말 맨날 입는중,.
지퍼가 유연하진않은데,
크게 신경쓰일 정도는 아니에요
두껍진 않지만 적당히 무게감있어서 오버핏 집아주는 느낌임당",https://www.musinsa.com/review/goods/3783092
거울이 좀 드럽긴한데 진짜 막입기가 너무 편해용. 일주일에 3번은 입는 듯 캬컄,https://www.musinsa.com/review/goods/3783092
"진심 배달이 너무 느려요
모자가 너무 커요
키퍼가 잘 않되요",https://www.musinsa.com/review/goods/3783092
색이 약간 바랜? 구제 느낌이 나는데 전 맘에 들어요! 핏이 예쁩니다,https://www.musinsa.com/review/goods/3783092
"배송 받지도 않았는데 완료처리에 구매확정되어있어서 놀랐는데 다음날 배송 되었네요
지퍼가 많이 ㅃ ㅓㄱ ㅃㅓㄱ 합니다",https://www.musinsa.com/review/goods/3783092
"핏 넉넉하고 원단 평타치네요
저렴한 가격에 좋은 제품 구매했습니당",https://www.musinsa.com/review/goods/3783092
데일리용 후드로 최고인거같아요 다만 지퍼부분이 빡빡해요,https://www.musinsa.com/review/goods/3783092
사이즈 재질 핏 모두 만족하고 가격도 저렴해서 짱,https://www.musinsa.com/review/goods/3783092
"디자인과 색상은 참 이뻐요~~야구점퍼  안에 곁들여 입어도 멋있습니다~~
단지!인기있는 상품이라 그런건지..옷을 다시 만들어 가지고 오는건지 배송이 3주만에 왔습니다~~
약송한 배송 날짜보다도 조금더 늦어 아쉽네요
그사이 할인쿠폰률이 더 높아져 가격도 살짝 다운되고..ㅠㅠ",https://www.musinsa.com/review/goods/3783092
이런 싼 가격에 피그먼트 느낌의 후드티를 입을 있어서 좋지만 지퍼가 좀 더 올라갔으면 좋겠어요,https://www.musinsa.com/review/goods/3783092
늦게 받았지만 기다린 보람이있네요 예뻐요 잘 입을께요,https://www.musinsa.com/review/goods/3783092
"사이즈가 크네요 디자인하고 색은 그대로 똑같아요
박시하게 입고 다녀야 겠네요",https://www.musinsa.com/review/goods/3783092
"색감좋고 사이즈도 좋아요
특히 모자가커서 좋구
지퍼가 튼튼힌거같아서 좋아요",https://www.musinsa.com/review/goods/3783092
빈티지 느낌. 레이어드 하기 좋음. 투웨이 지퍼로 스타일쉬 함.,https://www.musinsa.com/review/goods/3783092
이뻐여 핏도 너무 맘에 들고 두께도 두꺼운거 별로 안 좋아하는데 딱 적당해서 좋아요,https://www.musinsa.com/review/goods/3783092
진짜 교복위에 입기 딱좋은거 같아요 그렇게 두껍지도 않고 얇지도 않고 막입기 너무 좋습니다,https://www.musinsa.com/review/goods/3783092
폼도 넉넉하고 착용감도 좋아서 휘뚜루마뚜루입기 너무 좋네요,https://www.musinsa.com/review/goods/3783092
제 기준으론 막입기 편했는데 지퍼가 한번씩 안움직인다는게 단점.. 그것 빼고는 전반적으로 만족합니다,https://www.musinsa.com/review/goods/3783092
배송도 빠르고 핏도 딱 좋습니다. 재구매 의사 있어요,https://www.musinsa.com/review/goods/3783092
아주 짱짱하고 좋네오 최고입니다. 빨래해도 잘 안늘어나는거같아여,https://www.musinsa.com/review/goods/3783092
"이뻐요 핏도 원하던 핏이에요!
배송이 늦긴했지만 매우 만족입니다",https://www.musinsa.com/review/goods/3783092
퀄리티 자체가 가격대에 비해서 엄청 좋았고 핏도 예쁩니다,https://www.musinsa.com/review/goods/3783092
처음에 염색냄새가 좀 나긴해도 그래도 옷은 예쁩니다,https://www.musinsa.com/review/goods/3783092
사이즈가 넉넉해서 너무 편하고 빈티지한 느낌이 너무 마음에 듭니다,https://www.musinsa.com/review/goods/3783092
"작업복으로 대충 입으려고 샀는데,
1. 피그먼트의 특유의 색빠짐이 이쁘게 나있음.
2. 기장이 딱 맞음
3. 지퍼의 고장이 없음.
4. 편안함. 어깨 회전이나, 어깨를 들어 올렸을때 붕 뜨지 않음.

그리고 위의 단점을 다 잡아먹는 ★ 기모 털빠짐 ★ 이 있음. 없었으면 5점이고 재구매의사 있음.
그래도 후기 쓸라고 구매확정 눌러서 후기씀.",https://www.musinsa.com/review/goods/3783092
좋은가격에 편하게 입을수 있는 후드점퍼 잘 샀습니딘,https://www.musinsa.com/review/goods/3783092
기본템으로 들고있기 되게 좋아요 피그먼트 워싱도 이쁘구요ㅔ,https://www.musinsa.com/review/goods/3783092
오버핏이라 2xl샀음 너무클뻔했네요 색도이쁘고 가격도 넘착해요,https://www.musinsa.com/review/goods/3783092
"지금 겨울오기전에 가을에 입기 딱 좋은 두께인거같아요
그리고 약간 오버사이즈로 입기좋아요",https://www.musinsa.com/review/goods/3783092
좋긴좋은데 생각보다 무게감이 있다고 보시면 됩니다.,https://www.musinsa.com/review/goods/3783092
"핏도 좋고.
두께감도 만족합니다.
모자 사이즈도 넉넉해서 불편함없이 쓰고벗을 수 있네요.",https://www.musinsa.com/review/goods/3783092
"댄스를 해서 크게 해서 힙하게 입는데 얜 넘 크네요.
한싸이즈 작았음 좋았을텐데ㅠ 그래도 워싱도 이쁘고 힙하고 좋아요.두께도 있어 초겨울까진 충분히 입을 수 있을것 같아요.",https://www.musinsa.com/review/goods/3783092
"예쁘네요 색상도 맘에 듭니다
오버핏이구요 겨울에 이너로 입어도 예쁠것 같아요",https://www.musinsa.com/review/goods/3783092
두께감이나 옷의 질감 같은게 너무 맘에 들어서 좋았어요,https://www.musinsa.com/review/goods/3783092
오버핏으로 입으니까 이뻐요 데일리로 입기 딱 아주 좋급니다.,https://www.musinsa.com/review/goods/3783092
"사이즈가 적당하고 피그먼트 특유의 색감이 좋아요 
다만 반팔티셔츠 입고 입을 때 쓸려서 까끌거립니다",https://www.musinsa.com/review/goods/3783092
투웨이라서 좋고 먼가 빈티지한 느낌이라 예뻐요 진짜 자주 입고 다니는중,https://www.musinsa.com/review/goods/3783092
피그먼트라 디테일입고 이뻐요 핏도 괜찮은데 살짝 무게감이 있어요,https://www.musinsa.com/review/goods/3783092
너무 이쁘게 잘 배송되었습니다. 좋은 상품 구매한것같아요,https://www.musinsa.com/review/goods/3783092
"사이즈도 넉넉하고 좋아요 생각보다 두툼하진
않은데 그래서 패딩 안에 입기엔 더 좋습니다",https://www.musinsa.com/review/goods/3783092
"싱품은 매우 만족하나 배송이 엄청 길어용.. ㅠ
제품 자체는 만족합니다",https://www.musinsa.com/review/goods/3783092
배송 문제 많고 배송도 너무 늦어요 정말 최악입니다,https://www.musinsa.com/review/goods/3783092
"사이즈 교환하느라 오래 걸렸지만
상품은 너무 맘에듭니다~
중학생 아이가 입으려고 주문했는데
워낙 마른아이라 S사이즈도 크지만
그래도 예쁘게 커보이네요~~^^
아이가 맘에들어해요~
색상도 모양도 다 예쁩니다~~!!!",https://www.musinsa.com/review/goods/3783092
무신사 좋아요 짱짱 맨 킹왕짱 항상 잘 사고 있습니다,https://www.musinsa.com/review/goods/3783092
디자인자체가 좋고 예뻐서 자주 착용할것같습니다,https://www.musinsa.com/review/goods/3783092
피그먼트 후드집업 처음 사봤는데 생각보다 너무 이뻐요,https://www.musinsa.com/review/goods/3783092
"이런옷을 사면 항상 약간 작다? 옷감이 별루다 였는데 이옷은 내몸에 약간 오버핏도 되고 옷감도 좋네요.
너무 마음에 듭니다",https://www.musinsa.com/review/goods/3783092
편하게 산책할때나 가까운곳 나갈따 입기 좋아요,https://www.musinsa.com/review/goods/3783092
"사이즈 너무 맘에들고 재질도 좋습니다
다른스타일로 구매하고싶은데 사이즈가 다른건없더라고요 살짝아쉽",https://www.musinsa.com/review/goods/3783092
좋았어요 오버핏인데 이뻐서 자주입게됩니다 강추,https://www.musinsa.com/review/goods/3783092
"배송은 조금 느린 편입니다.
마감도 조금 아쉬우나 가격대비 쓸만합니다
사이즈는 살짝 커서 이쁘게 잘 어울립니다.",https://www.musinsa.com/review/goods/3783092
핏도이쁘고 입기에도 정말 편해서 언제든 입기좋습니다,https://www.musinsa.com/review/goods/3783092
선물했는데 너무 예쁘다고 잘 어울린다고 하네요. 감사합니다.,https://www.musinsa.com/review/goods/3783092
배송도 빠르고 가격대비해서 핏도 괜찮고 따뜻해요,https://www.musinsa.com/review/goods/3783092
모자가 흐물흐물한게 좀 아쉽긴 하지만 핏은 이뻐요,https://www.musinsa.com/review/goods/3783092
색감도 예쁘고 입었을때 너무 예쁩니다 사이즈도 딱 적당해요,https://www.musinsa.com/review/goods/3783092
색감도 괜찮고 재질도 나름 만족스러워요~ 세일할때 잘 산거같아요!,https://www.musinsa.com/review/goods/3783092
배송 빠르고 살짝 크기는 한데 모자 각도 잘 잡혀있어서 좋아요,https://www.musinsa.com/review/goods/3783092
"가볍게 외출시 입기 너무 좋아요
넉넉히 잘맞아요",https://www.musinsa.com/review/goods/3783092
"오버핏이 이쁘게
잘맞아요 고품질 보다는
가성가 높아요",https://www.musinsa.com/review/goods/3783092
배송이 진짜 겁나느림 3주걸려받은듯? 옷은이뻐요 근데 옷자체도 무겁고 지퍼 안잠그면 모자도 무거워서 슬슬 벗겨질라함.,https://www.musinsa.com/review/goods/3783092
배송이 늦어도 늦어도 진짜 너무 늦었네요... 옷은 사이즈가 커서 그렇지 원단 좋고 바느질도 괜찮고 워싱도 예쁘게 돼있어 맘에 듭니다. 그러나 고객에게 양해도 구하지 않고배송이 너무너무 늦어서 별점 하나 마이너스~,https://www.musinsa.com/review/goods/3783092
일반 후드집업과 다르게 피그먼트라 포인트가 될 수 있어서 좋아요.,https://www.musinsa.com/review/goods/3783092
지퍼가 조금 빡빡하긴한데 색감도 그렇고 휘뚜루마뚜루 입기 좋아용,https://www.musinsa.com/review/goods/3783092
초가을에 딱 걸치기 좋은 느낌이에요 지금 같은 날씨면 아침이나 밤에 조금 쌀쌀할 거 같네요 재질은 부드러운 편입니다 핏도 괜찮아요 단점은 마감이 조금 아쉬워요 그러나 가격 생각하면 합리적인 편입니다,https://www.musinsa.com/review/goods/3783092
남편사줫는데 넉넉하니 이쁘다하네용 가격이젛아용,https://www.musinsa.com/review/goods/3783092
너무 이쁘고 편하구 매일 잘 입고 다녀용!! 사기 너무 잘항것 같아요,https://www.musinsa.com/review/goods/3783092
꾸안꾸 힙하게 좋아요 편하고 디자인 괜찮습니다,https://www.musinsa.com/review/goods/3783092
체격 진짜큰 형 사다줬는데 이렇게 큰 사이즈도 안무너지고 이쁩니다 ㄹㅇ루,https://www.musinsa.com/review/goods/3783092
스트릿한 느낌이라 좋아요 오버핏이라 한사이즈 작게 샀습니다,https://www.musinsa.com/review/goods/3783092
재질이 좋고 아무때나 간단히 입고다니기 좋아요,https://www.musinsa.com/review/goods/3783092
핏도 힙하고 기장도 딱 좋아요 아주 잘산거 같아요,https://www.musinsa.com/review/goods/3783092
길이도 적당하고 따뜻해서 가을에 입고 다니기 너무 좋네요!,https://www.musinsa.com/review/goods/3783092
맘에든다고합니다 ㅎㅎ 이뻐요!! 워싱도 퀄리티도 굿굿,https://www.musinsa.com/review/goods/3783092
첨에 총장 길어서 아쉬웠는데 건조기 돌리니까 괞찬아짐,https://www.musinsa.com/review/goods/3783092
"냄새가 너무많이나서 밖에 내놨습니다
한번 빨고입던가해야겠네요",https://www.musinsa.com/review/goods/3783092
디자인 이뻐요 정말 이쁩니다 다만 자크가 부드럽게 내려지지 않고 올릴때도 잘 올라가지지 않아 좀 불편해요,https://www.musinsa.com/review/goods/3783092
옷이쁘고 가성비좋게 세일할때 잘산거같아용~~ 자주 입을거같아요,https://www.musinsa.com/review/goods/3783092
배송도 빠르고 사이즈도 좋고 재질도 마음에 들어요~!!,https://www.musinsa.com/review/goods/3783092
"옷이 생가보다 커요.
색은 약간 바랜듯한? 색이네요.",https://www.musinsa.com/review/goods/3783092
겨울에 레이어드 이너템으로 갓성비 피그먼트도 이쁘게빠짐,https://www.musinsa.com/review/goods/3783092
"사이즈도 너무 좋고
무엇보다도 색감이 너무 이쁩니다!
챠콜 완전 강추!!!",https://www.musinsa.com/review/goods/3783092
조금 무겁지만 디자인 색감 다 맘에 들어요. 교복위에 툭하고 걸치기 좋아요.,https://www.musinsa.com/review/goods/3783092
"요즘 트렌디한 느낌을 주는 피그먼트 후드집업을 구매했어요. 약간 빈티지하면서도 캐주얼한 무드라 어떤 스타일에도 잘 어울리고, 소재가 부드러워서 입었을 때 편안하고 부담이 없네요. 색감도 빈티지 피그먼트 염색이라 세탁을 여러 번 해도 자연스럽게 멋스러워져요.

사이즈는 여유롭게 나와서 레이어드하기에도 좋고, 기장감이 딱 적당해서 키 큰 분들이나 작은 분들 모두 잘 어울릴 것 같아요. 다만 초반엔 살짝 색 빠짐이 있을 수 있으니 첫 세탁은 단독 세탁 추천드립니다. 가성비 좋은 아우터 찾으신다면 강추해요!

장점: 트렌디한 빈티지 컬러, 부드러운 착용감, 여유 있는 핏
단점: 첫 세탁 시 약간의 색 빠짐 가능성

후드집업 하나로도 멋스러움을 연출하고 싶으신 분들께 추천합니다!",https://www.musinsa.com/review/goods/3783092
고3아들 갑자기 살이 많이쪄서 사줬는ㄷ 스타일이 살아나서 잘 어울리니 좋아하네요,https://www.musinsa.com/review/goods/3783092
색도 미쳤고 핏도 미쳤고 가성비도 미쳤습니다 꼭 사세요,https://www.musinsa.com/review/goods/3783092
좋음 편안하고 핏이 맘에들어요 그리고 가을에 입기 좋음,https://www.musinsa.com/review/goods/3783092
원하던 빈티지한 색상이라 너무 맘애들어요! 기모도 있어서 겨울에도 입을수있을뜻,https://www.musinsa.com/review/goods/3783092
완전 싸고 완전 고퀄에다 완전 가볍고 완전 세끈하고 너무좋음,https://www.musinsa.com/review/goods/3783092
"엄청 두꺼운 기모는 아니라서 잘 입을 것 같아용
무게가 조금 나갑니당~!",https://www.musinsa.com/review/goods/3783092
미띤핏에다가 색감도 미쳤고 가격도 미침 맨날 입을예정,https://www.musinsa.com/review/goods/3783092
"사이즈가 크게 나왔어요!
젤작은 사이즈가 오버핏으로 딱 맞아요~
탁한냄새가 많이나요",https://www.musinsa.com/review/goods/3783092
"크기는 다른 오버핏후집보다도 큰느낌 
보통 엑라입어서 그냥 샀다가 한사이즈 다운했습니다
교환과정도 빨랐고 색감이나 가격 마음에 들어요",https://www.musinsa.com/review/goods/3783092
탄탄한 재질이고 편하게 입을수있어요 스타일링도 하기 편해요,https://www.musinsa.com/review/goods/3783092
워싱 색감 다 괜찮으나 일단 배송이 너무 늦고 지퍼가 상당히 뻣뻣합니다. 자칫 손 다치거나 고장날거같은 느낌입니다 그정도로 뻣뻣하네요 사이즈 교환전 상품은 지퍼 부드럽게 잘 됬었는데 뽑기를 잘못한건지 개선 필요해보입니다..,https://www.musinsa.com/review/goods/3783092
"옷은 좋아요 이쁘구 컬러도 상상한대로에요
진짜 최악인건 배송입니다... 
10월 14일에 주문했고 송장이 10월 22일에 떴어요
다만 11월 4일까지 아무 움직임이 없었습니다.....
무신사 고객센터에 문의해도 10월 30일까지 이동이 없으면 다시 문의하라고 하더라고요? 
옷은 11월 5일에 받았고 주문일로부터 약 3주 반이 걸렸습니다. 요즘 알리도 이렇게는 안 걸려요ㅋㅋ 이따구로 배송될거면 적어도 브랜드에서 카.톡이든 뭐든 배송지연된다고 연락줘야된다고 생각합니다. 덕분에 이 브랜드에서 재구매는 안 할 거 같네요...",https://www.musinsa.com/review/goods/3783092
옷이 빈티지하고 멋있네요 자주 많이 입을것같슴니다,https://www.musinsa.com/review/goods/3783092
건조기 돌리니까 줄어들긴했지만 색감 핏 너무 만족스럽습니다,https://www.musinsa.com/review/goods/3783092
질이 가격에비해 월등히 좋은거같아요 ㅋㅋ 이쁩니다ㅜㅜ,https://www.musinsa.com/review/goods/3783092
가격대비좋고 기장 폼 넉넉해서 편히 입을수있겠네요.,https://www.musinsa.com/review/goods/3783092
"예쁘고 대충 입기에는 최고인듯
사이즈도 딱 좋아서 편해용",https://www.musinsa.com/review/goods/3783092
"소매가 헐렁하고 지퍼가 조금 빡빡해요
그것만 단점이고
피그먼트가 예뻐요",https://www.musinsa.com/review/goods/3783092
그레이로 재주문했어요. 어깨부분이랑 소매라인이 너무 이뻐요.,https://www.musinsa.com/review/goods/3783092
좋아요 다만 자크가좀 가칠하네요. 핏은 좋습니다,https://www.musinsa.com/review/goods/3783092
옷 짱짱하고 피그먼트 느낌 좋아서 전투복으로 입기 좋아요,https://www.musinsa.com/review/goods/3783092
사이즈 넉넉해서 너무 이뻐요. 늘 팔이 짧아서 상의 선택 어려웠는데 기모원단 재주문합니다.,https://www.musinsa.com/review/goods/3783092
"10월 3일 주문
10월 30일 도착

진짜 엄청 오래 걸리네요..
너무 오래 걸려서 주문 취소 할려다가
까먹고 안했는데 그날 배송이 왔네요

얼마나 걸리는지 문의하려보니 다른 분들이 이미
문의를 많이 하셨더라구요
핑계인지 아닌지는 모르겠는데
분실이 되었다는건 정말 말이 안되는 말 아닌가요..

2XL사이즈만 분실? 이게 무슨 말이에요 똥이에요..

너무 짜증났는데

옷은 핏도 괜찮고
상세페이지 색 그대로여서 예뻐요

근데 빨아도 이상한 옷냄새가 나요
그리고 지퍼도 한번씩 맛이 갈때가 있어요
지퍼 쇠냄새도 많이 나구요

이런거에 무던하신 분이 사시면 좋을거 같네요",https://www.musinsa.com/review/goods/3783092
"배송이 늦긴했지만
사이즈 핏 디자인은 너무 이뻐요",https://www.musinsa.com/review/goods/3783092
"색상은 화면과 같습니다
지퍼가 부드럽지 않지만 편하고 가성비가 좋은 제품입니다",https://www.musinsa.com/review/goods/3783092
처음부터 쇠냄새나서 언제빠지나 기다려봤는데 아직도 나네요,https://www.musinsa.com/review/goods/3783092
선물로 구매했는데 배송도 빠르고 너무 이쁘고 잘 맞다고 하네요 감사합니다.,https://www.musinsa.com/review/goods/3783092
완전 오버핏으로 나와서 픽도 이쁘고 너무 편해요,https://www.musinsa.com/review/goods/3783092
스타일이 너무 이쁘게 떨어집니다. 가격대비 너무 훌륭한 제품이라고 생각해요,https://www.musinsa.com/review/goods/3783092
재질도 좋고 사이즈도 적당하니 좋습니다 추천드릴게요,https://www.musinsa.com/review/goods/3783092
제품 설명과 같아요. 소재도 탄탄하고 색상도 맘에 들어요.,https://www.musinsa.com/review/goods/3783092
따뜻하고 좋아요 당분간 이것만 입을 거 같아요 굿,https://www.musinsa.com/review/goods/3783092
곳곳에 실밥 찌꺼기가 많은 부분 그리고 지퍼 체결이 답답한 것 외 좋습니다,https://www.musinsa.com/review/goods/3783092
피그먼트 제질이 이쁘게 잘 빠졋고 가격대비 데일리로 입기 너무 좋아요,https://www.musinsa.com/review/goods/3783092
이거 하나사서 너무 만족해서 회색도 하나 더 샀어요 진짜 조아요,https://www.musinsa.com/review/goods/3783092
"빈티지한 무드 좋다 ㅎㅎ 핏도 이뻐요 
M사이즈 170기준 적당히 큰 느낌 ?! 
다만 지퍼가 아쉽",https://www.musinsa.com/review/goods/3783092
평소에 편하고 아무렇게나 입기 좋을 듯요 겨울 되면 패딩 안에 입고 패딩 입으면 고냥 패션 끝이잠ㅎ아여,https://www.musinsa.com/review/goods/3783092
색감은 굿 . 옷이 좀 무겁고 뭠가 애매한 핏이라서 아쉬워요. 오래기다려서 받았는데 마감도 별로입니다,https://www.musinsa.com/review/goods/3783092
후드모자를 썼을때 모자무게가 거의 안느껴져서 너무 좋았어요,https://www.musinsa.com/review/goods/3783092
사이즈도 딱 맞고 편하고 너무 이뻐서 자주 입을거 같아요,https://www.musinsa.com/review/goods/3783092
생각보다 크지만 괜찮아요 ㅎㅎ 편하게 입기 좋아요오,https://www.musinsa.com/review/goods/3783092
