리뷰 내용,상품 URL
사진이 너무 짧아보이지만 실제로도 저럽니다^^ 사이즈 완전완전 너무 좋고요 지금 두세달 정도 입었는데 막 입어도 무릎 잘 안나오고 건조기 돌려도 안줄었어요!! 허리 밴드 짱짱하고 두꺼워서 대만족합니다 검은샏도 주문함^^,https://www.musinsa.com/review/goods/2112059
"단점 - 습도 높을 때 자연건조 시키면 밴딩 쪽에서 냄새가 나고 여름에 입기엔 조금 두껍네요

장점 - 면이 두꺼워 핏이 이쁘고 밴딩이 짱짱해서 허리를 편하게 감싸주는 착용감이네요. 그레이 컬러라 코디하기 쉽고 쌀쌀 할 때 막입기 좋은거같아요


173/58 기준 M사이즈 

통은 너무좋은데 기장이 조금 길어서 허리 쪽 한 번 접어입거나 끈 매고입으면 딱 이쁘게 떨어져요 통이 넓다보니 다리 안이쁘신 분들도 이쁘게 입을 수 있을거같네요",https://www.musinsa.com/review/goods/2112059
"기모 없는걸로 샀는데 편하게 입기 좋아요
174 라지 좀 큰 감이 있네요 참고하세요..",https://www.musinsa.com/review/goods/2112059
잘 때 입다가 아우터 걸쳐입고 나가도 손색없는 편하고 예쁜 바지.,https://www.musinsa.com/review/goods/2112059
이쁘고 널널하고 좋습니다 편안하게 입기 좋아요,https://www.musinsa.com/review/goods/2112059
하체가 통통한편이고 질질끌리는 바지 좋아해서 엑스라지로 샀어요! 입어보니까 허리가 말도안돼게 커서 건조기 한번돌렸는데 많이안줄어서 한번 접고입었어요 질도 좋고 예뻐서 추천드려요,https://www.musinsa.com/review/goods/2112059
이런 회색핏 바지 원햇는데 원하는 핏 나와서 좋습니다,https://www.musinsa.com/review/goods/2112059
회색 바지 필요했는데 정말 잘입고있습니다 코디하기 쉬워요,https://www.musinsa.com/review/goods/2112059
저는 키가 큰 편은 아니라서 허리까지 당겨서 입었는데 너무 편해요 아 진짜 다른 색도 구매하고 싶어요ㅜㅠ 최고의 바지💙,https://www.musinsa.com/review/goods/2112059
어떤 옷이든 무난하게 입을 수 있게 해줘요! 너무 예쁘고 어두운 계열에 옷들이랑도 너무 잘 어울려요,https://www.musinsa.com/review/goods/2112059
"이번시즌 내내 잘입고 있어요
스타일에 완성을 주는 아이템",https://www.musinsa.com/review/goods/2112059
진짜 완전 편하고 사이즈는 제 키랑 몸무게에 잘 맞아오,https://www.musinsa.com/review/goods/2112059
편하게입기좋아요 맘에듭니다 매일입는중이에요,https://www.musinsa.com/review/goods/2112059
이뻐용 봄가을 입기 좋은 두께구 사이즈도 딱조아영,https://www.musinsa.com/review/goods/2112059
"무난한 트레이닝 팬츠 필요했는데 잘 산 것 같아요
편하고 두껍지 않아서 한여름에도 잘 입고 다닐듯합니다",https://www.musinsa.com/review/goods/2112059
편해요 오버핏 원하시는 분은 사이즈 m으로 하세요,https://www.musinsa.com/review/goods/2112059
"와 무신사 첫 구매인데 핏이 오졌어요 하비에
다른곳에선 엉덩이 부각이랑 와이존이랑 
막 늘어나고 그랬는데 하나도 부각없고 너무좋아요
입어봐야 더 자세하게 알겠지만 첫인상은 최고
다리도날씬해보여서 휴 잘샀다 고민중이시면
얼릉 구매하세요",https://www.musinsa.com/review/goods/2112059
"일단 배송은 2일만에 왔고 포장도 꼼꼼하게 잘 왔어요
검은색에 이어서 회색까지 샀는데 핏이 벌룬핏이라 예뻐욤
바지가 두껍고 튼튼해서 여름엔 좀 힘들지만 여름용도 따로 있고 가을,겨울엔 딱 입니다.
얼렁 다른색도 사고싶어효~",https://www.musinsa.com/review/goods/2112059
바지 엄청엄청 편하고 회색 편한 바지 필요하다면 수매 추천드려요!,https://www.musinsa.com/review/goods/2112059
바지 짱 좋아요. 많이 무겁지도 않고 두께도 봄가을용으로 딱 좋은 것 같아요. 근데 좀 커서 원래 입는 사이즈보다 작게 사야할 것 같아요ㅠㅠ,https://www.musinsa.com/review/goods/2112059
막입기 조음 겨울에 저처럼 추운 찌쥘이는 기모버전 사세요,https://www.musinsa.com/review/goods/2112059
여기저기에 막 입기 좋은 바지에요 처음에 허리가 좀 작았는데 고무밴드라 입다보이 편해졌어요,https://www.musinsa.com/review/goods/2112059
역시는 역시 재질도 좋고 휘뚜루마뚜루 입기 제일 좋음ㅎㅎ,https://www.musinsa.com/review/goods/2112059
"통도 딱 적당하고, 적당히 와이드
한게 좋았습니다. 주머니 아래에 펭귄도 너무 귀여워요. 😁 평소에 자주 입고다니기 좋아용",https://www.musinsa.com/review/goods/2112059
157에 s사이즈 샀는데 생각보다 오버핏은 아니에요 그래두 이뻐요,https://www.musinsa.com/review/goods/2112059
"딱 원하던 핏이에요 너무 마음이 들어서
요새 이거만 입고다녀요 짱짱",https://www.musinsa.com/review/goods/2112059
꼭 사세요! 아주 좋고 편안합니다. 전투용 바지로 최고임,https://www.musinsa.com/review/goods/2112059
편하게 입기 좋네요 핏도 좋구요 오래 잘 입을 수 있을꺼 같아요!,https://www.musinsa.com/review/goods/2112059
이쁩니다 .. 곧 학교가는데 이쁘게 입어봐야겠어요 ◡̎ 신나네요,https://www.musinsa.com/review/goods/2112059
어디에나 잘어울리고 그냥 막 입어도 예쁘고 편해요,https://www.musinsa.com/review/goods/2112059
딱 원하는 기장이랑 핏이여서 대만족 ㅎㅎ 어차피 대놓고 와이드하게 입으려고 사는 바지라서 제 사이즈면 무조건 M 구매하셔용,https://www.musinsa.com/review/goods/2112059
"네임드 같이 와이드 하고 널널해서
코디나 일상에서 입기 편하고 좋을것 같습니다~",https://www.musinsa.com/review/goods/2112059
몇 번이나 세탁해도 수축 없고 핏도 예뻐서 애용하는 바지입니다,https://www.musinsa.com/review/goods/2112059
핏이 원하는 핏이에요 그리고 기장이랑 두깨감도 너무 좋아요,https://www.musinsa.com/review/goods/2112059
"세탁 후 줄어들거 감안해서 사이즈 크게삼
허리가 무쟈게 크지만 쫄라입으면ㄱㅊ
핏 맘에듬",https://www.musinsa.com/review/goods/2112059
"허리 꽉 잡아주고, 밑으로 통 넓게 내려와서 하체는 좀 있어보이고 상체는 되게 말라보여요",https://www.musinsa.com/review/goods/2112059
지금 샀던 옷을 같이 입어보느라고 회색의 조합이 끔찍하지만 ㅠ 그래도 너무 편하고 자주 입게될것같습니다,https://www.musinsa.com/review/goods/2112059
진짜 너무 제 스타일이에요 처음엔 뭐 그냥 평범한 바지겠지 했는데 완전 예뻐요!,https://www.musinsa.com/review/goods/2112059
코디하기 좋은 옷 이에요 사이즈도 딱 맞아서 편하게 입기 좋은 옷 !,https://www.musinsa.com/review/goods/2112059
키 165인데 딱 길이도 좋도 얇아서 여름에 입고 다니기 좋을 거 같습니다 ~~,https://www.musinsa.com/review/goods/2112059
다른 평보고 길이가 좀 길다고 해서 M아니면 L 할지 고민을 많이 했는데 M으로 하길 잘한 것 같아요!!,https://www.musinsa.com/review/goods/2112059
기장도 짧지않고 입고다니기도 편해요 완전 좋아요,https://www.musinsa.com/review/goods/2112059
"여름용이라 시원하고 좋습니다
담번엔 검은색도 구매할 예정이예요",https://www.musinsa.com/review/goods/2112059
편하게 밖에 외출할 때 이거 하나있으면 우주도 갑니다,https://www.musinsa.com/review/goods/2112059
와 너무너무 좋아요 진짜 허벅지 커버도 가능하고 160 기준 발등까지 와요 사진찍을때마다 핏 보장 ㅆㄱㄴ 진짜 고민하지말고 이거사세요 여기서 살까 아님 다른곳에서 살까 고민많이했는데 성공적인 선택이었음,https://www.musinsa.com/review/goods/2112059
길이가 신발을 살짝 가리고 딱 원하는 통 넓른 핏이네요. 아주 마음에 듭니다,https://www.musinsa.com/review/goods/2112059
예쁘고 무난하게 한철 입기에 이쁜 것 같습니다 강추,https://www.musinsa.com/review/goods/2112059
"178 / 86 ~89 왔다갔다 해서 XL살까 하다가 L샀는데,
제가 원하던 핏이 나왔네요. 저기서 더 긴 기장을 원하시면 XL 사셔도 좋을듯해요.",https://www.musinsa.com/review/goods/2112059
핏도 너무 예쁘고 편하기까지 하네요 !! 다들 꼭 입으세욤,https://www.musinsa.com/review/goods/2112059
진짜 너무너무 편해요 턱이 있어서 뱃살도 좀 티가 안 나고 좋네요 허리가 많이 쪼여서 소화가 잘 안되는것같기듀 한데 찹찹하니 좋아용,https://www.musinsa.com/review/goods/2112059
정말 편해요 핏도 마음에 들어요 허리도 짱짱하니 좋습니다,https://www.musinsa.com/review/goods/2112059
너무 편하고 좋습니다 봄여름가을겨울다 입어도 좋을듯요,https://www.musinsa.com/review/goods/2112059
"키 170 에  67키로 m사이즈
입은 핏입니다.
키 175어 73키로 아들이 입으니  살짝 길이감이 아쉬워서 아빠에게로ㅎ
나이 불문 남녀노소 다 잘어울리는것 같아요",https://www.musinsa.com/review/goods/2112059
그냥 입으면 기장이 발등을 안 덮어서 너무 아쉬워요 좀 내려입어야 그나마 길어지는 느낌.. 한 사이즈 크게 샀어도 됐을 듯해여,https://www.musinsa.com/review/goods/2112059
"완전 짱 편해서 평소에 자주 입을거 같습니다
그리고 길이도 적당이 길고 와이드한 느낌도 적당해서 좋아요",https://www.musinsa.com/review/goods/2112059
중2 아들래미 완전 예쁘게 맞아요. 허리가 고무줄이라서 마른 아이도 편하게 입네요. 얇아서 여름에도 잘 입을 듯요. 불편하면 못 입는 아인데 좋아하네요.,https://www.musinsa.com/review/goods/2112059
여름에 반바지 안입어서 산..! 막 입기 너무 편하도 좋음. 근데 좀 길어서 뒤에 밟힘… 그리고 한번 입었는데 무릎발사 살짝 생겨서 아쉽…,https://www.musinsa.com/review/goods/2112059
"통에 비해서 기장이 빫은게 조금 아쉽습니다,, 그거 빼곤 편해서 좋아요",https://www.musinsa.com/review/goods/2112059
"네 157 / 62 기준으로 y존 부각은 없지만 일단 m사이즈는 무리였습니다 길어요 ㅜㅜ  길이를 제외하곤 완벽 그잡채.. 150대는 s로 ㄱㄱ 
+ 몇일 입어봤는데 버지 가랑이 사이에 보풀이 좀 올라왔더라구요 ㅠㅠ 아쉽지만 이뻐서 잘 입고 다니고 있어용",https://www.musinsa.com/review/goods/2112059
입고 거울 봤더니 바지 핏 죽이길래 바로 후기 쓰려고 카메라 켰더니 짜리몽땅하게 나와서 0.5배로 찍었읍니다. 그랬더니 실물과 비슷하게 나오네요 ^^,https://www.musinsa.com/review/goods/2112059
아묻다😤이거 진짜 꼭 사요 이거 안사면 후회 맨날해요 꼭 사요 제가 왜 화내는 줄 알아요? 이것 만큼 좋은거 없거든요 너무 좋아요 꼭 사세요,https://www.musinsa.com/review/goods/2112059
"작년에 구매했던옷인데  살이 개쪄서  큰사이즈로 재구매했어용  휘뚜루마뚜루 입기좋구 입으면 굉장히 큐티 해진답니당  
트월킹 하기 참좋아용 skirr",https://www.musinsa.com/review/goods/2112059
"진짜 이뻐요 배송도 쿠팡급
1~2일 밖에 안 걸림 핏 진짜 오지구요
일주일 전에 여기서 오트밀바지만 구매했었는데 진짜 이뻐서 지금 총 4개 구매했어요 ㅋㅋ
151한테는 살짝 큼",https://www.musinsa.com/review/goods/2112059
편하게 막 입기 좋아요! 재질도 좋고 배송도 빠릅니다,https://www.musinsa.com/review/goods/2112059
"기장 두께 핏 모두 적당하며 만족스럽습니다.
가격이 저렴하여 좋습니다.",https://www.musinsa.com/review/goods/2112059
"세탁 건조 한번 했더니 사이즈가 10CM 정도는 줄어든거같아요
처음에는 밑단이 끌리더니 이제는 복숭아뼈까지도 안옵니다",https://www.musinsa.com/review/goods/2112059
사이즈도 너무 좋고 편하게 입고다닐때 너무 좋네요 ㅎㅎ,https://www.musinsa.com/review/goods/2112059
원턱이 들어기서 디테일 적으론 최고구요 기모도 두툼해서 따뜻하게 잘 입을게요,https://www.musinsa.com/review/goods/2112059
"선선한 바람이 부는 가을이 되니, 편안하면서 멋스런 바지를 찾았었는데 이 바지가  딱 제가 찾던 바지네요. 자주 입을것 같아요 감사합니다.",https://www.musinsa.com/review/goods/2112059
작년에도 여기서 샀었는데 마음에 들어서 한번 더 구매 했어요,https://www.musinsa.com/review/goods/2112059
"보자마자 와!!! 소리 나왔어요
두껍고 편하게 입을 수 있을 것 같아요",https://www.musinsa.com/review/goods/2112059
가성비 좋고 막 입기 좋은 스웻팬츠입니다. 펭귄이 포인트에요 ㅋㅋ,https://www.musinsa.com/review/goods/2112059
이전에 m사이즈를 샀었는데 점점 작다고 느껴져서 l사니까 원하는 핏나오네요,https://www.musinsa.com/review/goods/2112059
"간절기에 입기 좋은 두께, 허벅돼지인데 허벅지 안튀어 나오고 일자핏으로 딱 떨어짐.
기장도 딱 맞아서 수선도 필요없네요(상하체 비율 1:1)

후드티 오버핏티 청자켓등 다 어울려서 굿",https://www.musinsa.com/review/goods/2112059
기장 잘 맞고 재질 만족합니다. 두께감은 살짝 있어요~,https://www.musinsa.com/review/goods/2112059
"허벅지가 두꺼운 편인데도 넉넉하게 입을수 있어서 좋고
통도 크고 기장도 괜찮아서  M 사이즈 잘 산거같네요

편하게 입을수있어서 좋음
여름에 입어도 두껍지않고 적당해서 좋음",https://www.musinsa.com/review/goods/2112059
오래전에 주문하긴 했는데 배송도 빨랐고요 착용감도 좋습니다,https://www.musinsa.com/review/goods/2112059
이거누나선물로사줬는데 너무좋아해요 길이랑핏도잘맞고 가성비도좋아 저도하나사고싶네요,https://www.musinsa.com/review/goods/2112059
"통바지를즐겨입어서 검정입다회색 또주문했어요
이뻐요",https://www.musinsa.com/review/goods/2112059
진짜 진짜 몇 번이고 얘기하지만 이만한 와이드 팬츠 없습니다 얼른 사세요,https://www.musinsa.com/review/goods/2112059
"사이즈, 핏 모두 좋네여 어디에나 잘 어울릴거같습니다",https://www.musinsa.com/review/goods/2112059
재구매 의향있고 모든옷에 코디해도 예쁠거같아요!! 너무 만족,https://www.musinsa.com/review/goods/2112059
"입기에도 편하고 좋습니다
자주 입고 있어요 만족해요",https://www.musinsa.com/review/goods/2112059
길이감 좋고 두께도 초겨울부터 초봄까지 너무좋아요 대학다니면서 입기 너무편해요 키161에 몸무게 57인데 딱편해요,https://www.musinsa.com/review/goods/2112059
"와 정말 믿고 사는 바지입니다
재구매 이고요 제 친구들이 어디서 샀냐고 물어봐요 ㅎㅎ
이 바질 입고 오전10시~오후6시 까지 이글루를 만들어도 안 추울 정도로 괜찮습니다
여름에는 좀 덥구요 나머지 계절은 좋습니다
고민하지 말고 당장 지르세요 저한테 기장감 딱이예요 바지 넘 편합니다
팬티만 입었는데 안 추운 느킴이라니 카요!..!.?!?",https://www.musinsa.com/review/goods/2112059
"완전 진짜 좋아요 ㅠ제가 엄청난 하비여서 통이 큰 바지를 찾고 있었는데 대박 맘에 들어요 ㅠㅠ근데 한가지 아쉬운건 생각보다 얇았아요 
  겨울에 입기에는 추워요",https://www.musinsa.com/review/goods/2112059
"우리아들 맘에 들어 하네요 
후기 많은 이유가 있었네요",https://www.musinsa.com/review/goods/2112059
핀턱 잡혀있어서 예쁘고 거의 맨날 입는 거 같아요,https://www.musinsa.com/review/goods/2112059
깔끔한 라인과 핏에 위 아래 코디하기도 편한 바지 완벽합니다!! 사이즈는 자기 평소 사이즈보다 한 단계 낮추시는걸 추천드려요!! 크게 입고 싶으시면 정 사이즈도 추천드린답니다~,https://www.musinsa.com/review/goods/2112059
너무 편하고 스타일 좋아요 자주 입고 있어요 마음에 들어요,https://www.musinsa.com/review/goods/2112059
휘뚜루마뚜루의 정석입니다. 고민되면 그냥 사세요,https://www.musinsa.com/review/goods/2112059
이쁘고 편해서 코디하기 좋아서 자주 입고 있어요,https://www.musinsa.com/review/goods/2112059
"와이드한 기장 신발 딱 맞게 이쁜 핏이고,
전체적으로 너무 이뻐용!",https://www.musinsa.com/review/goods/2112059
"신발신고 흘러내리는 느낌을 내고싶었는데 
완전 굿굿",https://www.musinsa.com/review/goods/2112059
잘 입고 다니겠습니다 감사합니다 너무 좋습니다,https://www.musinsa.com/review/goods/2112059
가성비 좋습니다 통넓고 데일리로 입기 좋아요 굳,https://www.musinsa.com/review/goods/2112059
입고다니기 너무 편해요 거의 매일 입고싶을 정도,https://www.musinsa.com/review/goods/2112059
"어머니 사드렸습니다 
편하고 아무데나 입기 좋아요",https://www.musinsa.com/review/goods/2112059
기모 두툼하거 너무 따뜻합니다 길이는 조금 길어서 호리 한번 접어서 입었어요,https://www.musinsa.com/review/goods/2112059
바지핏도 와이드하고 딱 원하던 핏이예요! 재질도 괜찮고 편하고 좋아요~,https://www.musinsa.com/review/goods/2112059
생각보다 두툼해서 이른 아침과 늦은 밤 추운 바람에도 든든합니다. 기장은 잘 떨어지고 제 생각보다 허벅지와 종아리 통은 크게 나온 듯합니다. 힙하거나 스타일리시하게 입으실 분들께 추천드려요.,https://www.musinsa.com/review/goods/2112059
겨울용으로 산 거고 신발 신어야지 길이 맞는데 전 이런거 원하고 사서 좋습니다 키 작으시면 걍 s사서 신발 굳 좀 있은 거 신으세며,https://www.musinsa.com/review/goods/2112059
핏이나 재질은 짱짱 입니다 근데 150대분들은 한번 접어야지 맞을 거 같고 160대분들은 딱 이쁜 핏일 거 같네요 옷은 너무너무 예쁩니다 잘 입겠습니다 🫶,https://www.musinsa.com/review/goods/2112059
2번째 주문입니다. 평상시 많이 입어요. 크기 적당 통적당합니다,https://www.musinsa.com/review/goods/2112059
너어무 예뻐요 최고에요 방금 기모 다른 컬러로 재구매 했습니다ㅎㅎ,https://www.musinsa.com/review/goods/2112059
여자친구가 키가 좀 작은편인데도 길이가 맞아서 좋습니다,https://www.musinsa.com/review/goods/2112059
되게 편해요! 지금같은 환절기에 입기 좋을거 같아요,https://www.musinsa.com/review/goods/2112059
"체형이 큰편이라 사이즈 걱정을 했는데 딱 맞았고, 여름용이라 더운 날씨에도 입기 좋았어요.",https://www.musinsa.com/review/goods/2112059
다좋은데 실밥도 좀 있고 저한텐 좀 깁니다 그거빼곤 괜찮아요,https://www.musinsa.com/review/goods/2112059
너무 좋아요 자주 입을 거 같아요! 제품 추천합니다,https://www.musinsa.com/review/goods/2112059
검은색 사고 좋아서 회색도 구매했어요 너무 편하고 좋아요,https://www.musinsa.com/review/goods/2112059
무난하고 세일할 때 싸게 산거같아요. 지금 날씨에 입기좋음거같아요,https://www.musinsa.com/review/goods/2112059
진짜 핏이 엄청엄청 이뻐요 신발 신었을때 바지 길이도 딱 이쁘게 떨어져서 요즘 엄청 자주 입고 있어요!!,https://www.musinsa.com/review/goods/2112059
기모라서 따뜻하고 적당하게 발목까지 덮어서 좋고 색상도 마음에 들어요,https://www.musinsa.com/review/goods/2112059
사계절 입기 좋을것 같구 허리가 얇은데도 엄청 쨍쨍하네여!,https://www.musinsa.com/review/goods/2112059
제일 작은 사이즈인데도 너무 커요 사이즈 작은거 더 만들어주시면 좋을거 같아요,https://www.musinsa.com/review/goods/2112059
"아주 예쁩니다.사이즈도 와이드 핏인데 과하지 않고 기동성이 좋다고 해요~^^ 오늘 저녁 아주 선선해서 입고 나갔는데요 .사실 키 173,52인데,사진은 부하게 나왔어요. 마른편이거든요.(주머니 손 넣고 바지핏을 편것 같아요.) 중1아들녀석이 픽하고 제가 사드렸습니다! 가격도 쿠폰,적립금이용해서 짱!이구요.",https://www.musinsa.com/review/goods/2112059
왜 이 바지가 필수템인지 입자마자 알것같은 디자인입니다 너무 예뻐요)),https://www.musinsa.com/review/goods/2112059
여름용이라고 해서 어어엄청 얇은 느낌은 아니고 그냥 일반 츄리닝 느낌입니당ㅎㅎ 좀 마니 크게 입으려고 산 거라 큰 거는 감안하는데 이것보다 더 큰 걸 샀으면 길이는 둘째치고 넘 부해 보이고 핏이 안 예블 것 같아요 이게 딱 조응 듯 그리고 너무 치켜입음 응댕이가 모양이 예뿌지 않아요 ㅎ 기장감은 저는 딱 좋습니당 ㅎㅎ 허리 끈 조절이 밴딩 안쪽으로 들어가져 있어서 줄이 바지 밖으로 안 나와서 넘 조아여,https://www.musinsa.com/review/goods/2112059
사이즈와 기장감이 딱맞는데다가 핏감도 좋고 얇아서 한여름전까진 이쁘게 잘입을 수 있을거같아요!,https://www.musinsa.com/review/goods/2112059
핏도 너무 마음에 들고 두께감도 적당해서 봄 가을에 편하게 자주 입을것같아요! 재질이 튼튼한 느낌이에요 많이 세탁 후 늘어남 보풀 안생겨요!,https://www.musinsa.com/review/goods/2112059
대충 집앞 마실나갈때 공부할때 헬스갈때 입고나가면 됩니당 아주 굿굿,https://www.musinsa.com/review/goods/2112059
통이 넓어서 편하게 입고다니기에는 정말 좋은거같아요!,https://www.musinsa.com/review/goods/2112059
핏 되게 예쁘게 떨어지고 얇아서 여름에도 잘 입을 수 있을거 같아요,https://www.musinsa.com/review/goods/2112059
여름용이라서  많이  얇은줄 알았는데  그렇진  않네요. 그래도  핏이 이뻐서  갯합니다.,https://www.musinsa.com/review/goods/2112059
밴드도 편하고 색상도 맘에듭니다 길이감도 적당해요,https://www.musinsa.com/review/goods/2112059
소재가 두껍지 않고 얇아서 시원하고 좋아요 색은 밝은 줄 알았는데 조금 어두웠고 팽귄 붙어있는거 너무 귀엽네요 ㅋㅋ,https://www.musinsa.com/review/goods/2112059
"진짜 마음에 듭니다. 기장 수선할 필요없이
딱 맞구요. 맞춤으로 입은 것 같아요. 다리 짧은 편이라 좀 올려입긴 했는데 넣입 할 거 아니니까 뭐^^;",https://www.musinsa.com/review/goods/2112059
"177/78
가격대비 재질이 괜찮아요 블랙도 구매할생각입니다",https://www.musinsa.com/review/goods/2112059
3일 착용해 본결과 편하고 좋았습니다. 실루엣도 딱 제가 생각해본 느낌이라 좋았습니다.,https://www.musinsa.com/review/goods/2112059
편하게 입기 너무 좋아요 핏이 좋아서 어느 룩에나 잘어울려요,https://www.musinsa.com/review/goods/2112059
여름용이라 그런지 많이 얇아요 그렇다고 지금 날씨에 시원한 것보다는 더운 느낌이 강하긴 하다만 만족합니다. 기장은 딱 원하는 핏이 나와서 좋습니다. 허리가 잘 늘어나서   기장만 보시고 사셔도 될것같습니다.ㅎㅎ,https://www.musinsa.com/review/goods/2112059
"와 진짜 레전드 바지...핏 완전 이쁘구 너무 편해서 이거만 입고 다녀요 요즘..
허리가 짱짱해서 핏이 훨싼 잘 나오는 거 같아요!!
가까이 유니언즈...그저 갓..❤️‍🔥",https://www.musinsa.com/review/goods/2112059
바지 편합니다 통이 커서 그런가 무릎 발사도 별로 없는 것 같고 있어도 별로 티가 안 나요 아주 굿입니다…,https://www.musinsa.com/review/goods/2112059
만족하면서 휘뚜루마뚜루 입고 있습니다아……,https://www.musinsa.com/review/goods/2112059
"아무데나 입어도 잘어울려요
턱 잡혀있어서 핏도 예쁘고 요즘 교복처럼 입고다닙니당",https://www.musinsa.com/review/goods/2112059
얇고 입기좋아요 매일입는거같습니다 지금날씨에 딱이예요,https://www.musinsa.com/review/goods/2112059
"입고 활동하기 편하고 길이감도 딱 기대했던 것과 같아요! 제 키는 정확히 160.8cm입니다. 생각보단 얇은 것 같아요. 통이 넓기 때문에 추울 때는 안에 레깅스나 스타킹 착용하면 될 것 같고, 얇고 가벼우니 사계절 모두 코디에 활용하기 좋겠네요.",https://www.musinsa.com/review/goods/2112059
와이드핏 츄리닝 이것 만 한게 없습니다! 최고에요,https://www.musinsa.com/review/goods/2112059
널널하게 나와서 편하게 입기 딱 좋습니다 색감도 괜찮고 굳,https://www.musinsa.com/review/goods/2112059
처음 꺼냈을때 너무 크길래 망한줄 알았는데 입어보니까 핏 너무 이뻐요.. 통이 크니까 완전 편하고..애착바지 될거 같아요..,https://www.musinsa.com/review/goods/2112059
저는 키가 작아서 많이 컸어요 배까지 올려입어야 적당한정도?,https://www.musinsa.com/review/goods/2112059
제 스펙 기준 맨발로 있으면 땅에 끌리고 신발 신으면 딱 이쁘게 떨어져요! 요즘 이것만 입고 다니는 것 같네용~.~ 아 그리고 예상보다 통이 좀 있습니당,https://www.musinsa.com/review/goods/2112059
편하게 입기 좋고 가격대비 전 만족하면서 입어요 좋습니당,https://www.musinsa.com/review/goods/2112059
아무렇게나 입어도 될 듯 이 옷 저 옷 휘뚜루마뚜루 잘 어울림,https://www.musinsa.com/review/goods/2112059
핏이 예뻐요! 후드티나 맨투맨에 잘어울려서 데일리로 입고있어요,https://www.musinsa.com/review/goods/2112059
"기모가 들어있어서 겨울에 따뜻해요.
키가 큰 사람한테는 좀 짧은듯 해서 별하나 뺍니다.
건조기 돌리면 많이 줄어듭니다.",https://www.musinsa.com/review/goods/2112059
갓성비  바지 허리부분 주름이 이쁘게 잘잡혀있습니다,https://www.musinsa.com/review/goods/2112059
"편함. 바지사면 항상 수선했었는데 할 필요가 없어서 너무 좋음. 다만, 꼬툭튀가 살짝 염려스럽긴 함.",https://www.musinsa.com/review/goods/2112059
"도서관, 실습복 갈아입으러 갈 때 최고의 복장 통넓어서 다리라인커버 되고 무릎튀어나옴도 적음 허리밴드가 넓은데 박음질되있어서 밴드 안돌아가고 허리끈 있어서 허리 얇아도 입기 쌉가능 와이드슬랙스처럼 허리부분에서 주름이 있어서 허벅지 윗부분이 잘 부각되지 않음 근데 키가 작은데 더 작아보이는건 어쩔 수 없음 편하니깐 어쩔수없지ㅠㅠ",https://www.musinsa.com/review/goods/2112059
"허리 28.5 로 s사이즈 허리 딱 맞고 밴딩이 잘잡아줍니다 통이 적당하게 널널합니다 주름잡힌 포인트가 좋습니다
키가 작아서 길이 걱정했는데 땅에 안끌리고 좋습니다",https://www.musinsa.com/review/goods/2112059
와이드한 느낌 제대로 살고 색감도 좋습니다. 평소에 무난하게 데일리로 입기도 좋고 레이어트 티에 맨투맨 스타일링 해서 입어도 예쁠 거 같아요! 만족합니다!,https://www.musinsa.com/review/goods/2112059
기모가 정말 따뜻해서 올 겨울 이걸로 잘 버텼습니다!,https://www.musinsa.com/review/goods/2112059
"사이즈나 두께감이나 모두 만족스럽네요.
핏 이뻐요 ㅎ",https://www.musinsa.com/review/goods/2112059
"엄청 편하고 핏도 좋아요
근데 빨고나서 좀 옷이 줄어서 속상하네요",https://www.musinsa.com/review/goods/2112059
길이가 쪼끔 긴편이에요 그거만 빼면 나머지는 모두 만족스럽습니다. 펭귄이 주머니 쪽에 있는게 아주 귀여워요!!! 허리도 너무 크지도 작지도 않아서 좋습니다. 핏은 아주 이뻐요!! 아무옷이나 다 잘 어울리는것 같습니다.,https://www.musinsa.com/review/goods/2112059
넘 좋아요 싸기도하고 품질 좋네요 다른 것도 구매하고싶어요,https://www.musinsa.com/review/goods/2112059
